2025-07-13 03:47:02,989 - INFO - Connecting to 149.154.167.51:443/TcpFull...
2025-07-13 03:47:05,460 - INFO - Connection to 149.154.167.51:443/TcpFull complete!
2025-07-13 03:49:02,218 - INFO - Phone migrated to 4
2025-07-13 03:49:02,455 - INFO - Reconnecting to new data center 4
2025-07-13 03:49:02,719 - INFO - Disconnecting from 149.154.167.51:443/TcpFull...
2025-07-13 03:49:02,719 - INFO - Disconnection from 149.154.167.51:443/TcpFull complete!
2025-07-13 03:49:02,722 - INFO - Connecting to 149.154.167.92:443/TcpFull...
2025-07-13 03:49:04,991 - INFO - Connection to 149.154.167.92:443/TcpFull complete!
2025-07-13 03:49:25,301 - INFO - Connecting to 149.154.167.92:443/TcpFull...
2025-07-13 03:49:25,529 - INFO - Connection to 149.154.167.92:443/TcpFull complete!
2025-07-13 03:49:31,170 - ERROR - Error scraping Telegram data: database is locked
2025-07-13 03:49:31,170 - INFO - Disconnecting from 149.154.167.92:443/TcpFull...
2025-07-13 03:49:31,170 - INFO - Disconnection from 149.154.167.92:443/TcpFull complete!
2025-07-13 03:49:36,799 - INFO - Disconnecting from 149.154.167.92:443/TcpFull...
2025-07-13 03:49:36,799 - INFO - Disconnection from 149.154.167.92:443/TcpFull complete!
2025-07-13 03:54:38,375 - INFO - Connecting to 149.154.167.92:443/TcpFull...
2025-07-13 03:54:38,603 - INFO - Connection to 149.154.167.92:443/TcpFull complete!
2025-07-13 03:54:39,858 - INFO - Connecting to 149.154.167.92:443/TcpFull...
2025-07-13 03:54:40,081 - INFO - Connection to 149.154.167.92:443/TcpFull complete!
2025-07-13 03:54:45,734 - ERROR - Error scraping Telegram data: database is locked
2025-07-13 03:54:45,735 - INFO - Disconnecting from 149.154.167.92:443/TcpFull...
2025-07-13 03:54:45,735 - INFO - Disconnection from 149.154.167.92:443/TcpFull complete!
2025-07-13 03:54:51,345 - INFO - Disconnecting from 149.154.167.92:443/TcpFull...
2025-07-13 03:54:51,346 - INFO - Disconnection from 149.154.167.92:443/TcpFull complete!
2025-07-13 03:59:24,924 - INFO - Connecting to 149.154.167.92:443/TcpFull...
2025-07-13 03:59:25,138 - INFO - Connection to 149.154.167.92:443/TcpFull complete!
2025-07-13 03:59:26,364 - INFO - Scraping channel: chemed
2025-07-13 03:59:26,923 - INFO - Saved 0 messages to data/raw/telegram_messages/2025-07-13/chemed/messages.json
2025-07-13 03:59:26,923 - INFO - Scraping channel: lobelia4cosmetics
2025-07-13 03:59:28,070 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-13 03:59:29,657 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-13 03:59:30,898 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-13 03:59:31,394 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-13 03:59:32,449 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-13 03:59:32,946 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-13 03:59:33,972 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-13 03:59:34,385 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-13 03:59:34,824 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-13 03:59:35,819 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-13 03:59:37,012 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-13 03:59:37,697 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-13 03:59:38,617 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-13 03:59:39,504 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-13 03:59:40,030 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-13 03:59:40,975 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-13 03:59:42,799 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-13 03:59:45,434 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-13 03:59:46,124 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-13 03:59:46,508 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-13 03:59:46,956 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-13 03:59:48,024 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-13 03:59:48,450 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-13 03:59:48,826 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-13 03:59:49,398 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-13 03:59:50,018 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
